specifications;price;address;date;parsing_dt
1-к квартира, 49 м², 1/3 эт.;2641000;Рязань, Советский район, район Солотча;4 дня назад;2020-11-30 09:55:34.330510
1-к квартира, 37 м², 8/19 эт.;1800000;Михайловское ш., стр. 1;3 часа назад;2020-11-30 09:55:34.330510
2-к квартира, 47.8 м², 2/3 эт.;2629000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:55:34.330510
1-к квартира, 49.6 м², 3/3 эт.;2326000;Россия, Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:55:34.330510
2-к квартира, 59.3 м², 22/28 эт.;4150000;Солотчинское ш., стр. 3;3 дня назад;2020-11-30 09:55:34.330510
3-к квартира, 87 м², 11/26 эт.;4173000;ул. Быстрецкая, д. 22;21 минуту назад;2020-11-30 09:55:34.330510
2-к квартира, 57.8 м², 6/20 эт.;3109000;ул. Быстрецкая, стр. 3;1 час назад;2020-11-30 09:55:34.330510
1-к квартира, 43.6 м², 7/25 эт.;2326000;Россия, Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:55:34.330510
2-к квартира, 65 м², 3/16 эт.;2629000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:55:34.330510
1-к квартира, 37.5 м², 4/19 эт.;2641000;Рязань, Советский район, район Солотча;4 дня назад;2020-11-30 09:55:34.330510
1-к квартира, 40.6 м², 10/18 эт.;2002000;ул. Зубковой, д. 8В, корп. 1;1 час назад;2020-11-30 09:55:34.330510
2-к квартира, 70 м², 11/18 эт.;3384050;ул. Княжье Поле, стр. 8;1 час назад;2020-11-30 09:55:34.330510
2-к квартира, 68.5 м², 9/18 эт.;2400000;ул. Бирюзова, д. 7Б;31 минуту назад;2020-11-30 09:55:34.330510
2-к квартира, 55 м², 12/18 эт.;2626750;с. Дядьково, блок-секция 4А;6 дней назад;2020-11-30 09:55:34.330510
2-к квартира, 50.6 м², 9/25 эт.;5200000;ул. Чапаева, д. 61;4 дня назад;2020-11-30 09:55:34.330510
3-к квартира, 109.5 м², 8/9 эт.;4150000;Солотчинское ш., стр. 3;3 дня назад;2020-11-30 09:55:34.330510
1-к квартира, 49.6 м², 10/25 эт.;1949021;с. Дядьково, квартал Бульвар Оптимистов;41 минуту назад;2020-11-30 09:55:34.330510
1-к квартира, 34 м², 4/26 эт.;3430000;с. Дядьково, квартал Бульвар Оптимистов;2 часа назад;2020-11-30 09:55:34.330510
2-к квартира, 49 м², 9/11 эт.;3357870;с. Дядьково, квартал Бульвар Оптимистов;29 минут назад;2020-11-30 09:55:34.330510
3-к квартира, 78 м², 14/20 эт.;2474000;с. Дядьково, блок-секция 3А;2 часа назад;2020-11-30 09:55:34.330510
3-к квартира, 85.9 м², 4/10 эт.;2800000;ул. Быстрецкая, стр. 1;5 дней назад;2020-11-30 09:55:34.330510
2-к квартира, 56.8 м², 6/10 эт.;8975720;ул. Пролетарская/Чапаева/Полевая, жилой дом;3 дня назад;2020-11-30 09:55:34.330510
1-к квартира, 43.3 м², 5/26 эт.;2707500;Касимовское ш., жилой дом;42 минуты назад;2020-11-30 09:55:34.330510
2-к квартира, 66 м², 14/26 эт.;2040000;ул. Кальная, д. 79;2 часа назад;2020-11-30 09:55:34.330510
3-к квартира, 112 м², 7/12 эт.;3550000;Московское ш., 1 оч.;3 дня назад;2020-11-30 09:55:34.330510
1-к квартира, 42 м², 7/16 эт.;3700000;ул. Олимпийский городок, д. 4;2 часа назад;2020-11-30 09:55:34.330510
1-к квартира, 47.6 м², 4/5 эт.;3908450;Михайловское ш., 234к1;3 часа назад;2020-11-30 09:55:34.330510
1-к квартира, 37.3 м², 5/11 эт.;3050160;Большая ул., 106к1;3 часа назад;2020-11-30 09:55:34.330510
2-к квартира, 61.9 м², 12/12 эт.;2350000;ул. Гоголя, д. 55;3 часа назад;2020-11-30 09:55:34.330510
1-к квартира, 76.3 м², 3/9 эт.;3558242;Касимовское ш., жилой дом;1 час назад;2020-11-30 09:55:34.330510
2-к квартира, 62.1 м², 2/10 эт.;6349000;ул. Полетаева, д. 25, корп. 2;1 час назад;2020-11-30 09:55:34.330510
2-к квартира, 78.6 м², 19/25 эт.;2050000;ул. Олимпийский городок, д. 4;2 часа назад;2020-11-30 09:55:34.330510
2-к квартира, 59 м², 8/20 эт.;1751600;д. Турлатово, Новая ул., 16;1 час назад;2020-11-30 09:55:34.330510
1-к квартира, 47.5 м², 2/25 эт.;2500000;ул. Совхозная, стр. 1;4 дня назад;2020-11-30 09:55:34.330510
Квартира-студия, 25 м², 15/25 эт.;5262350;ул. Маяковского, ЖК «Наследие современности»;3 дня назад;2020-11-30 09:55:34.330510
1-к квартира, 38.8 м², 7/11 эт.;5952960;ул. Пролетарская/Чапаева/Полевая, жилой дом;3 дня назад;2020-11-30 09:55:34.330510
2-к квартира, 60.6 м², 16/26 эт.;4344900;ул. Гражданская/Касимовское ш., д. 21, 23, 22/2, б/с 1А, 1Б, 1В;4 дня назад;2020-11-30 09:55:34.330510
1-к квартира, 38.6 м², 18/24 эт.;4700000;ул. Полевая, д. 73, секц. 2;12 часов назад;2020-11-30 09:55:34.330510
2-к квартира, 86.2 м², 2/9 эт.;2800000;ул. Олимпийский городок, д. 4;12 часов назад;2020-11-30 09:55:34.330510
1-к квартира, 30.7 м², 19/22 эт.;2700000;ул. Полевая, д. 73, секц. 2;13 часов назад;2020-11-30 09:55:34.330510
2-к квартира, 56 м², 17/30 эт.;1900000;ул. Олимпийский городок, д. 4;13 часов назад;2020-11-30 09:55:34.330510
1-к квартира, 46 м², 2/10 эт.;2829480;ул. Гражданская/Касимовское ш., д. 21, 23, 22/2, б/с 2А, 2Б;3 дня назад;2020-11-30 09:55:34.330510
2-к квартира, 43.3 м², 2/27 эт.;2786000;ул. Бугровка, жилой дом;18 часов назад;2020-11-30 09:55:34.330510
1-к квартира, 43 м², 23/26 эт.;2273000;ул. Чернышевского, д. 3;13 часов назад;2020-11-30 09:55:34.330510
2-к квартира, 88.7 м², 6/12 эт.;6207120;ул. Пролетарская/Чапаева/Полевая, жилой дом;3 дня назад;2020-11-30 09:55:34.330510
2-к квартира, 58.7 м², 13/25 эт.;1880000;Московское ш., 1 оч.;17 часов назад;2020-11-30 09:55:34.330510
1-к квартира, 36 м², 15/28 эт.;3700000;Солотчинское ш., стр. 3;18 часов назад;2020-11-30 09:55:34.330510
2-к квартира, 69.3 м², 9/14 эт.;3310560;ул. Гражданская/Касимовское ш., д. 21, 23, 22/2, б/с 1А, 1Б, 1В;4 дня назад;2020-11-30 09:55:34.330510
2-к квартира, 60.5 м², 13/25 эт.;2341219;ул. Быстрецкая, д. 22;17 часов назад;2020-11-30 09:55:34.330510
2-к квартира, 66.7 м², 6/19 эт.;2258641;ул. Маяковского, ЖК «Наследие современности»;17 часов назад;2020-11-30 09:55:34.330510
2-к квартира, 61 м², 21/25 эт.;2680000;ул. Зубковой, д. 8В, корп. 1;1 день назад;2020-11-30 09:55:41.143042
1-к квартира, 44 м², 7/27 эт.;1960000;ул. Зубковой, д. 8В, корп. 1;1 день назад;2020-11-30 09:55:41.143042
2-к квартира, 56 м², 17/25 эт.;2470000;ул. Зубковой, д. 27,  корп. 5;1 день назад;2020-11-30 09:55:41.143042
2-к квартира, 65 м², 8/10 эт.;5100000;Быстрецкая ул., 20к2;1 день назад;2020-11-30 09:55:41.143042
1-к квартира, 34.4 м², 17/27 эт.;2700000;Солотчинское ш., д. 4;1 день назад;2020-11-30 09:55:41.143042
1-к квартира, 41.3 м², 24/24 эт.;2492400;ул. Гоголя, д. 55;21 час назад;2020-11-30 09:55:41.143042
3-к квартира, 88 м², 17/26 эт.;3999000;Московское ш., 1 оч.;1 день назад;2020-11-30 09:55:41.143042
3-к квартира, 97.4 м², 10/22 эт.;3550000;ул. Шереметьевская, д. 13;3 дня назад;2020-11-30 09:55:41.143042
1-к квартира, 41 м², 12/20 эт.;4034700;с. Дядьково, 2-й Бульварный пр-д, д. 3;3 дня назад;2020-11-30 09:55:41.143042
1-к квартира, 36 м², 17/25 эт.;2190200;ул. Чапаева, д. 61;6 дней назад;2020-11-30 09:55:41.143042
2-к квартира, 61.8 м², 17/19 эт.;5200000;ул. Быстрецкая, стр. 3;4 дня назад;2020-11-30 09:55:41.143042
1-к квартира, 46.2 м², 1/18 эт.;2231232;ул. Зубковой, д. 27,  корп. 5;1 день назад;2020-11-30 09:55:41.143042
1-к квартира, 35 м², 9/18 эт.;1577000;Россия, Рязань, Советский район, район Солотча;1 день назад;2020-11-30 09:55:41.143042
2-к квартира, 60 м², 6/25 эт.;2326000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:55:41.143042
2-к квартира, 53.6 м², 5/5 эт.;2629000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:55:41.143042
1-к квартира, 51 м², 8/10 эт.;2641000;Михайловское ш., стр. 1;4 дня назад;2020-11-30 09:55:41.143042
2-к квартира, 60 м², 2/16 эт.;2966400;с. Дядьково, 2-й Бульварный пр-д, д. 3;18 часов назад;2020-11-30 09:55:41.143042
1-к квартира, 39.6 м², 5/25 эт.;2190200;с. Дядьково, 2-й Бульварный пр-д, д. 2;6 дней назад;2020-11-30 09:55:41.143042
2-к квартира, 69 м², 16/25 эт.;1623000;ш. Московское, стр. 3;2 дня назад;2020-11-30 09:55:41.143042
3-к квартира, 86.5 м², 1/10 эт.;3274563;д. Турлатово, Новая ул., 16;1 день назад;2020-11-30 09:55:41.143042
1-к квартира, 46 м², 9/18 эт.;1917200;пр-д Окский, стр. 1;3 дня назад;2020-11-30 09:55:41.143042
1-к квартира, 27 м², 7/26 эт.;2420000;ул. Мервинская, д. 6;1 день назад;2020-11-30 09:55:41.143042
3-к квартира, 89 м², 10/27 эт.;3385000;мкр. Олимпийский городок, д. 2;1 день назад;2020-11-30 09:55:41.143042
2-к квартира, 48 м², 7/18 эт.;2620000;район Кальное, жилой комплекс Еврокласс;2 дня назад;2020-11-30 09:55:41.143042
1-к квартира, 43.6 м², 13/21 эт.;3300000;ул. Большая, д. 106, корп. 1;1 день назад;2020-11-30 09:55:41.143042
2-к квартира, 65 м², 10/27 эт.;4714250;с. Дядьково, 2-й Бульварный пр., 3;5 дней назад;2020-11-30 09:55:41.143042
2-к квартира, 53 м², 3/23 эт.;2270000;ул. Зубковой, стр. 4;2 дня назад;2020-11-30 09:55:41.143042
2-к квартира, 68.7 м², 6/10 эт.;1598000;ул. Зубковой, д. 8В, корп. 1;1 день назад;2020-11-30 09:55:41.143042
1-к квартира, 32 м², 6/22 эт.;3600000;с. Дядьково, блок-секция 3А;1 день назад;2020-11-30 09:55:41.143042
1-к квартира, 35 м², 17/25 эт.;2270000;ул. Старое Село, д. 2;2 дня назад;2020-11-30 09:55:41.143042
2-к квартира, 65 м², 16/22 эт.;2800000;жилой комплекс Маргелов;2 дня назад;2020-11-30 09:55:41.143042
2-к квартира, 75.6 м², 4/10 эт.;3400000;ул. Интернациональная, д. 19А;1 день назад;2020-11-30 09:55:41.143042
1-к квартира, 46 м², 17/25 эт.;2760000;ул. Гражданская/Касимовское ш., д. 21, 23, 22/2, б/с 2А, 2Б;1 день назад;2020-11-30 09:55:41.143042
1-к квартира, 37.5 м², 9/23 эт.;4670240;Московское ш., 2 оч.;6 дней назад;2020-11-30 09:55:41.143042
2-к квартира, 57 м², 4/10 эт.;2380000;ул. Зубковой, д. 27,  корп. 5;1 день назад;2020-11-30 09:55:41.143042
1-к квартира, 39.7 м², 15/15 эт.;1600000;ул. Чапаева, д. 61;1 день назад;2020-11-30 09:55:41.143042
3-к квартира, 80.3 м², 15/25 эт.;4500000;ш. Московское, стр. 1;2 дня назад;2020-11-30 09:55:41.143042
2-к квартира, 64.4 м², 5/27 эт.;3780000;ул. Интернациональная, д. 19А;1 день назад;2020-11-30 09:55:41.143042
2-к квартира, 68 м², 7/10 эт.;2649700;ул. Островского, д. 122, блок-секция 1А, 1Б, 1В;3 дня назад;2020-11-30 09:55:41.143042
3-к квартира, 91 м², 8/10 эт.;1845000;ул. Княжье Поле, 6;1 день назад;2020-11-30 09:55:41.143042
1-к квартира, 43.9 м², 1/18 эт.;3650000;ул. Зубковой, д. 8В, корп. 1;1 день назад;2020-11-30 09:55:41.143042
3-к квартира, 77 м², 7/17 эт.;1935000;пр-д Окский, стр. 1;2 дня назад;2020-11-30 09:55:41.143042
3-к квартира, 95.7 м², 3/27 эт.;4200000;с. Дядьково, блок-секция 3А;3 дня назад;2020-11-30 09:55:41.143042
2-к квартира, 65 м², 5/10 эт.;2961800;с. Дядьково, пр-д 1-й Бульварный, д. 2;2 дня назад;2020-11-30 09:55:41.143042
1-к квартира, 43.6 м², 22/25 эт.;3470000;ул. Кальная, д. 79;1 день назад;2020-11-30 09:55:41.143042
2-к квартира, 55.7 м², 13/22 эт.;4400000;пр-д Окский, стр. 2;2 дня назад;2020-11-30 09:55:41.143042
1-к квартира, 48.9 м², 23/25 эт.;2041350;ул. Быстрецкая, стр. 2;6 дней назад;2020-11-30 09:55:41.143042
1-к квартира, 46.9 м², 5/10 эт.;4250000;Московское ш., 1 оч.;1 день назад;2020-11-30 09:55:41.143042
1-к квартира, 46.8 м², 21/27 эт.;4200000;ул. Новоселов, д. 45а;2 дня назад;2020-11-30 09:55:41.143042
2-к квартира, 82.7 м², 7/15 эт.;3480000;ул. Зубковой, д. 8В, корп. 1;2 дня назад;2020-11-30 09:55:41.143042
1-к квартира, 41.3 м², 7/12 эт.;2280000;пр-д Окский, стр. 2;2 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 42 м², 12/16 эт.;2150000;ул. Олимпийский городок, д. 4;2 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 40.1 м², 8/17 эт.;2222775;с. Дядьково, ул. Большая, д. 6;4 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 41.6 м², 3/10 эт.;2059200;Михайловское ш., 234к1;6 дней назад;2020-11-30 09:55:43.902655
2-к квартира, 42.6 м², 1/26 эт.;2301281;Касимовское ш., жилой дом;2 дня назад;2020-11-30 09:55:43.902655
2-к квартира, 72.6 м², 11/17 эт.;3555440;с. Дядьково, ул. Большая, д. 6;3 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 40.7 м², 1/22 эт.;2650000;Московское ш., стр. 2;2 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 29.2 м², 12/25 эт.;2626750;с. Дядьково, блок-секция 4А;6 дней назад;2020-11-30 09:55:43.902655
1-к квартира, 40.3 м², 11/18 эт.;5200000;ул. Чапаева, д. 61;4 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 50 м², 14/15 эт.;4150000;Солотчинское ш., стр. 3;3 дня назад;2020-11-30 09:55:43.902655
3-к квартира, 85.9 м², 7/17 эт.;1480000;ул. Княжье Поле, д. 23, корп. 1;2 дня назад;2020-11-30 09:55:43.902655
2-к квартира, 50.6 м², 5/25 эт.;2095950;с. Дядьково, пр-д 2-й Бульварный, д. 2;2 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 35 м², 2/24 эт.;4251700;ул. Маяковского, ЖК «Наследие современности»;5 дней назад;2020-11-30 09:55:43.902655
1-к квартира, 44.4 м², 3/21 эт.;3550000;Московское ш., 1 оч.;3 дня назад;2020-11-30 09:55:43.902655
3-к квартира, 76.9 м², 9/25 эт.;4034700;ул. Шереметьевская, д. 13;3 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 40.5 м², 13/17 эт.;2190200;с. Дядьково, 2-й Бульварный пр-д, д. 3;6 дней назад;2020-11-30 09:55:43.902655
1-к квартира, 30.4 м², 10/25 эт.;3909360;с. Дядьково, ул. Большая, д. 6;3 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 41.6 м², 5/7 эт.;2980000;ул. Быстрецкая, стр. 1;2 дня назад;2020-11-30 09:55:43.902655
2-к квартира, 49.5 м², 9/17 эт.;2215210;ул. Старое Село, д. 2;2 дня назад;2020-11-30 09:55:43.902655
2-к квартира, 62.2 м², 7/13 эт.;2600000;ул. Быстрецкая, стр. 1;5 дней назад;2020-11-30 09:55:43.902655
3-к квартира, 72 м², 17/25 эт.;4400000;с. Дядьково, ул. Большая, д. 6;3 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 43 м², 9/26 эт.;2023500;Московское ш., 2 оч.;3 дня назад;2020-11-30 09:55:43.902655
2-к квартира, 58.5 м², 9/10 эт.;1900000;с. Дядьково, ул. Малиновая, д. 1;2 дня назад;2020-11-30 09:55:43.902655
2-к квартира, 59.2 м², 16/20 эт.;1850000;с. Дядьково, ул. Большая, д. 6;2 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 46.6 м², 16/17 эт.;2575040;ул. Зубковой, д. 27,  корп. 5;3 дня назад;2020-11-30 09:55:43.902655
2-к квартира, 64.5 м², 8/28 эт.;4500000;ул. Быстрецкая, стр. 3;3 дня назад;2020-11-30 09:55:43.902655
3-к квартира, 91 м², 12/15 эт.;3222000;ул. Семчинская, д. 3, корп. 2;3 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 46.6 м², 6/10 эт.;2124319;с. Дядьково, ул. Большая, д. 6;2 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 36 м², 22/30 эт.;2890000;ул. Кальная, д. 79;5 дней назад;2020-11-30 09:55:43.902655
2-к квартира, 78.8 м², 2/27 эт.;3030000;7 мкр., д. 6;3 дня назад;2020-11-30 09:55:43.902655
2-к квартира, 68.7 м², 5/10 эт.;2353300;Большая ул., 106к1;3 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 40.8 м², 8/27 эт.;3400000;Солотчинское ш., стр. 3;2 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 47.5 м², 1/3 эт.;4008000;ул. Кальная, д. 79;3 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 26.3 м², 16/16 эт.;2502420;пр-д Окский, стр. 1;4 дня назад;2020-11-30 09:55:43.902655
2-к апартаменты, 70 м², 1/7 эт.;2300000;ул. Быстрецкая, стр. 3;2 дня назад;2020-11-30 09:55:43.902655
3-к квартира, 81 м², 3/10 эт.;3980000;Советский район, район Солотча, Новая ул.;3 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 32 м², 6/17 эт.;3300000;ул. Княжье Поле, стр. 8;2 дня назад;2020-11-30 09:55:43.902655
3-к квартира, 84.7 м², 3/10 эт.;2200000;Советский район, район Солотча;2 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 38 м², 15/17 эт.;2185000;пр-д Окский, стр. 1;2 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 43.6 м², 9/27 эт.;1387000;с. Дядьково, ул. Большая, д. 6;2 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 31 м², 10/22 эт.;4250000;ул. Гражданская/Касимовское ш., д. 21, 23, 22/2, б/с 1А, 1Б, 1В;3 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 43.9 м², 18/20 эт.;3800000;с. Дядьково, 1-й Бульварный пр., 2;3 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 42 м², 5/22 эт.;1808565;ул. Зубковой, д. 8В, корп. 1;3 дня назад;2020-11-30 09:55:43.902655
2-к квартира, 67 м², 13/26 эт.;5844960;Московское ш., 2 оч.;1 неделю назад;2020-11-30 09:55:43.902655
2-к квартира, 66 м², 6/8 эт.;2200000;ул. Семчинская, д. 3, корп. 2;3 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 36 м², 2/18 эт.;2004752;ш. Московское, стр. 1;2 дня назад;2020-11-30 09:55:43.902655
3-к квартира, 88.2 м², 5/24 эт.;1900000;Большая ул., 106к1;4 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 35.5 м², 9/17 эт.;1974600;с. Дядьково, ул. Большая, д. 6;2 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 34.7 м², 7/7 эт.;2411000;с. Дядьково, ул. Большая, д. 5;3 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 38.6 м², 19/25 эт.;4545300;с. Дядьково, ул. Малиновая, д. 3;2 дня назад;2020-11-30 09:55:43.902655
1-к квартира, 51 м², 7/10 эт.;2380000;пр-д Окский, стр. 2;4 дня назад;2020-11-30 09:55:50.762877
1-к квартира, 42 м², 15/16 эт.;2680000;ул. Мервинская, д. 6;4 дня назад;2020-11-30 09:55:50.762877
2-к квартира, 52 м², 1/16 эт.;2650000;ул. Шереметьевская, д. 12;4 дня назад;2020-11-30 09:55:50.762877
1-к квартира, 36.4 м², 8/17 эт.;1928140;с. Дядьково, ул. Большая, д. 6;4 дня назад;2020-11-30 09:55:50.762877
3-к квартира, 105 м², 13/25 эт.;5706248;ш. Московское, стр. 1;4 дня назад;2020-11-30 09:55:50.762877
2-к квартира, 65 м², 7/32 эт.;4550000;Солотчинское ш., д. 4, корп. 1;4 дня назад;2020-11-30 09:55:50.762877
1-к квартира, 40.3 м², 3/18 эт.;2111541;с. Дядьково, пр-д 2-й Бульварный, д. 2;4 дня назад;2020-11-30 09:55:50.762877
3-к квартира, 87 м², 20/26 эт.;2326000;Россия, Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:55:50.762877
2-к квартира, 65 м², 4/10 эт.;2629000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:55:50.762877
2-к квартира, 56 м², 11/16 эт.;2641000;Рязань, Советский район, район Солотча;4 дня назад;2020-11-30 09:55:50.762877
1-к квартира, 30 м², 10/22 эт.;4003987;ул. Гоголя, д. 55;3 дня назад;2020-11-30 09:55:50.762877
2-к квартира, 69 м², 6/16 эт.;3250000;пр-д Окский, стр. 1;4 дня назад;2020-11-30 09:55:50.762877
3-к квартира, 68.4 м², 2/19 эт.;2990000;ул. Олимпийский городок, д. 4;2 дня назад;2020-11-30 09:55:50.762877
2-к квартира, 65 м², 2/24 эт.;2626750;с. Дядьково, блок-секция 4А;6 дней назад;2020-11-30 09:55:50.762877
1-к квартира, 56 м², 27/27 эт.;5200000;ул. Чапаева, д. 61;4 дня назад;2020-11-30 09:55:50.762877
2-к квартира, 60 м², 7/18 эт.;4150000;Солотчинское ш., стр. 3;3 дня назад;2020-11-30 09:55:50.762877
1-к квартира, 37 м², 9/28 эт.;2010000;Московское ш., 2 оч.;3 дня назад;2020-11-30 09:55:50.762877
2-к квартира, 55 м², 16/16 эт.;3250050;7 мкр., д. 6;4 дня назад;2020-11-30 09:55:50.762877
3-к квартира, 79.2 м², 8/17 эт.;3201600;Михайловское ш., стр. 1;6 дней назад;2020-11-30 09:55:50.762877
3-к квартира, 86 м², 24/25 эт.;3690000;ул. Чернышевского, д. 3;3 дня назад;2020-11-30 09:55:50.762877
3-к квартира, 97 м², 9/27 эт.;2574320;ул. Зубковой, д. 8В, корп. 1;3 дня назад;2020-11-30 09:55:50.762877
2-к квартира, 55.3 м², 14/18 эт.;2794000;с. Дядьково, пр-д 2-й Бульварный, д. 2;3 дня назад;2020-11-30 09:55:50.762877
1-к квартира, 40.7 м², 1/25 эт.;2200000;Солотчинское ш., стр. 3;6 дней назад;2020-11-30 09:55:50.762877
1-к квартира, 38 м², 9/28 эт.;2900000;ул. Олимпийский городок, д. 4;3 дня назад;2020-11-30 09:55:50.762877
3-к квартира, 88 м², 2/24 эт.;3550000;ул. Новоселов, д. 45а;1 неделю назад;2020-11-30 09:55:50.762877
2-к квартира, 78 м², 5/15 эт.;4400000;ул. Кальная, д. 79;2 дня назад;2020-11-30 09:55:50.762877
2-к квартира, 66.4 м², 10/25 эт.;4745000;с. Дядьково, блок-секция 4А;5 дней назад;2020-11-30 09:55:50.762877
2-к квартира, 60 м², 9/20 эт.;2626750;Московское ш., 2 оч.;6 дней назад;2020-11-30 09:55:50.762877
3-к квартира, 62 м², 1/10 эт.;2656000;Солотчинское ш., стр. 3;5 дней назад;2020-11-30 09:55:50.762877
2-к квартира, 67.7 м², 12/20 эт.;2459000;ул. Чернышевского, д. 3;5 дней назад;2020-11-30 09:55:50.762877
3-к квартира, 78 м², 15/23 эт.;5300000;ул. Совхозная, стр. 1;2 дня назад;2020-11-30 09:55:50.762877
2-к квартира, 58.9 м², 7/20 эт.;3904500;ул. Быстрецкая, стр. 3;5 дней назад;2020-11-30 09:55:50.762877
1-к квартира, 45.7 м², 8/16 эт.;3850000;ул. Пугачева, д. 10;5 дней назад;2020-11-30 09:55:50.762877
1-к квартира, 49 м², 17/25 эт.;3272201;ул. Быстрецкая, стр. 3;5 дней назад;2020-11-30 09:55:50.762877
1-к квартира, 35.6 м², 18/18 эт.;3055000;ш. Московское, стр. 3;1 неделю назад;2020-11-30 09:55:50.762877
1-к квартира, 46 м², 5/22 эт.;3654000;ул. Олимпийский городок, д. 4;5 дней назад;2020-11-30 09:55:50.762877
1-к квартира, 41.7 м², 5/20 эт.;4059377;ул. Олимпийский городок, д. 4;4 дня назад;2020-11-30 09:55:50.762877
1-к квартира, 35 м², 16/22 эт.;2826240;ул. Новоселов, д. 45а;5 дней назад;2020-11-30 09:55:50.762877
1-к квартира, 39.8 м², 16/17 эт.;2450000;с. Дядьково, блок-секция 3А;6 дней назад;2020-11-30 09:55:50.762877
2-к квартира, 56.7 м², 1/25 эт.;2515000;ул. Новоселов, д. 45а;5 дней назад;2020-11-30 09:55:50.762877
2-к квартира, 62 м², 15/16 эт.;1780000;Московское ш., 2 оч.;6 дней назад;2020-11-30 09:55:50.762877
3-к квартира, 85 м², 21/26 эт.;2400000;Московское ш., 2 оч.;3 дня назад;2020-11-30 09:55:50.762877
2-к квартира, 93 м², 2/9 эт.;2500000;с. Дядьково, ул. Большая, д. 6;1 неделю назад;2020-11-30 09:55:50.762877
1-к квартира, 43.3 м², 9/20 эт.;2387000;ул. Быстрецкая, стр. 2;5 дней назад;2020-11-30 09:55:50.762877
3-к квартира, 79.5 м², 22/25 эт.;1987500;ул. Олимпийский городок, д. 4;4 дня назад;2020-11-30 09:55:50.762877
1-к квартира, 43 м², 15/16 эт.;3025000;ул. Быстрецкая, д. 22;4 дня назад;2020-11-30 09:55:50.762877
1-к квартира, 42 м², 9/18 эт.;2973000;ул. Маяковского, ЖК «Наследие современности»;5 дней назад;2020-11-30 09:55:50.762877
1-к квартира, 43.4 м², 9/26 эт.;4160000;ул. Олимпийский городок, д. 4;6 дней назад;2020-11-30 09:55:50.762877
1-к квартира, 33.9 м², 6/7 эт.;6498800;пер. Парковый, стр. 1;5 дней назад;2020-11-30 09:55:50.762877
Квартира-студия, 28 м², 12/16 эт.;2077920;7 мкр., д. 6;5 дней назад;2020-11-30 09:55:50.762877
3-к квартира, 97 м², 8/25 эт.;4480000;ул. Зубковой, д. 18, корп. 12;3 дня назад;2020-11-30 09:55:56.776530
1-к квартира, 39.1 м², 12/15 эт.;1779000;ул. Рыбновская, д. 5;4 дня назад;2020-11-30 09:55:56.776530
1-к квартира, 40.7 м², 8/27 эт.;2235630;ул. Быстрецкая, стр. 3;3 дня назад;2020-11-30 09:55:56.776530
1-к квартира, 35 м², 6/15 эт.;1700000;ул. Семчинская, д. 3, корп. 2;1 неделю назад;2020-11-30 09:55:56.776530
1-к квартира, 37 м², 15/16 эт.;2331000;ул. Мервинская, д. 6;5 дней назад;2020-11-30 09:55:56.776530
1-к квартира, 36.8 м², 5/24 эт.;2375000;пер. Парковый, стр. 1;5 дней назад;2020-11-30 09:55:56.776530
2-к квартира, 64.7 м², 20/25 эт.;3427000;Московское ш., 1 оч.;4 дня назад;2020-11-30 09:55:56.776530
1-к квартира, 41.9 м², 15/25 эт.;3550000;ул. Шереметьевская, д. 13;3 дня назад;2020-11-30 09:55:56.776530
1-к квартира, 41.3 м², 5/20 эт.;4034700;с. Дядьково, 2-й Бульварный пр-д, д. 3;3 дня назад;2020-11-30 09:55:56.776530
