specifications;price;address;date;parsing_dt
2-к квартира, 70.6 м², 22/25 эт.;3100000;Солотчинское ш., д. 4, корп. 1;2 недели назад;2020-11-30 09:56:48.523940
2-к квартира, 68.5 м², 9/18 эт.;6800000;ул. 1-я Железнодорожная, д. 56;3 недели назад;2020-11-30 09:56:48.523940
3-к квартира, 90.2 м², 27/27 эт.;6560000;ул. Быстрецкая, д. 22;2 недели назад;2020-11-30 09:56:48.523940
2-к квартира, 63.4 м², 23/27 эт.;4900000;ул. Московская/Михайловское ш., жилые дома;2 недели назад;2020-11-30 09:56:48.523940
3-к квартира, 88 м², 14/26 эт.;1700000;Касимовское ш., жилой дом;3 недели назад;2020-11-30 09:56:48.523940
3-к квартира, 105.9 м², 4/4 эт.;2820000;с. Дядьково, 2-й Бульварный пр., 1;3 недели назад;2020-11-30 09:56:48.523940
3-к квартира, 86 м², 18/26 эт.;3898000;ул. Кальная, д. 79;1 ноября 13:05;2020-11-30 09:56:48.523940
1-к квартира, 38.2 м², 19/25 эт.;3220733;ул. Быстрецкая, д. 22;2 недели назад;2020-11-30 09:56:48.523940
2-к квартира, 78.8 м², 14/27 эт.;4510000;ул. Горького, д. 35;1 неделю назад;2020-11-30 09:56:48.523940
1-к квартира, 34 м², 4/27 эт.;3360000;ш. Московское, стр. 3;2 ноября 09:51;2020-11-30 09:56:48.523940
2-к квартира, 73.6 м², 16/17 эт.;4193000;ул. Кальная, д. 79;3 недели назад;2020-11-30 09:56:48.523940
2-к квартира, 64.6 м², 10/25 эт.;9320080;ул. Кальная, д. 79;2 недели назад;2020-11-30 09:56:48.523940
1-к квартира, 35.1 м², 13/18 эт.;4491247;ул. Интернациональная, д. 19А;2 недели назад;2020-11-30 09:56:48.523940
1-к квартира, 42 м², 1/20 эт.;2052400;Касимовское ш., жилой дом;3 недели назад;2020-11-30 09:56:48.523940
1-к квартира, 43.9 м², 17/20 эт.;3940000;с. Дядьково, 2-й Бульварный пр-д, д. 1;1 неделю назад;2020-11-30 09:56:48.523940
3-к квартира, 87 м², 10/14 эт.;2050000;ул. Олимпийский городок, д. 4;1 неделю назад;2020-11-30 09:56:48.523940
2-к квартира, 79.1 м², 8/17 эт.;4150000;ул. Семчинская, д. 3, корп. 2;2 недели назад;2020-11-30 09:56:48.523940
3-к квартира, 71 м², 14/26 эт.;3500000;ш. Московское, стр. 1;3 недели назад;2020-11-30 09:56:48.523940
1-к квартира, 46.2 м², 4/15 эт.;1611000;с. Дядьково, ул. Большая, д. 6;3 недели назад;2020-11-30 09:56:48.523940
2-к квартира, 45 м², 9/26 эт.;1978000;Касимовское ш., жилой дом;1 ноября 10:51;2020-11-30 09:56:48.523940
1-к квартира, 30.3 м², 15/26 эт.;1930000;ул. Фирсова, д. 14, 14а, 14б;1 неделю назад;2020-11-30 09:56:48.523940
3-к квартира, 77.7 м², 5/17 эт.;4748820;ул. Бугровка, жилой дом;2 ноября 10:51;2020-11-30 09:56:48.523940
2-к квартира, 74 м², 8/24 эт.;3874000;с. Дядьково, ул. Большая, д. 6;2 недели назад;2020-11-30 09:56:48.523940
1-к квартира, 41 м², 8/20 эт.;3813520;ш. Московское, стр. 3;31 октября 17:00;2020-11-30 09:56:48.523940
2-к квартира, 58.5 м², 7/10 эт.;2999000;ул. Птицеводов, стр. 2;3 недели назад;2020-11-30 09:56:56.572898
2-к квартира, 66 м², 17/26 эт.;3536653;Касимовское ш., жилой дом;2 недели назад;2020-11-30 09:56:56.572898
4-к квартира, 150 м², 5/6 эт.;9600000;ул. Садовая, д. 36;1 неделю назад;2020-11-30 09:56:56.572898
3-к квартира, 77.7 м², 13/18 эт.;3729668;с. Дядьково, 2-й Бульварный пр., 1;3 недели назад;2020-11-30 09:56:56.572898
1-к квартира, 39 м², 5/28 эт.;2199000;Солотчинское ш., стр. 3;1 ноября 13:14;2020-11-30 09:56:56.572898
2-к квартира, 44.6 м², 12/25 эт.;2497381;ш. Московское, стр. 1;2 ноября 09:10;2020-11-30 09:56:56.572898
1-к квартира, 36.3 м², 19/20 эт.;1633000;ул. Семчинская, д. 3, корп. 2;3 недели назад;2020-11-30 09:56:56.572898
2-к квартира, 56.5 м², 24/28 эт.;2326000;Россия, Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:56:56.572898
2-к квартира, 66 м², 6/17 эт.;2629000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:56:56.572898
1-к квартира, 36.5 м², 6/32 эт.;2641000;Рязань, Советский район, район Солотча;4 дня назад;2020-11-30 09:56:56.572898
3-к квартира, 80 м², 2/20 эт.;3738475;Солотчинское ш., стр. 3;2 недели назад;2020-11-30 09:56:56.572898
2-к квартира, 58.8 м², 2/17 эт.;3791000;ул. Зубковой, стр. 5;3 недели назад;2020-11-30 09:56:56.572898
2-к квартира, 58.5 м², 7/10 эт.;2264000;Солотчинское ш., стр. 3;2 ноября 10:10;2020-11-30 09:56:56.572898
2-к квартира, 65 м², 21/27 эт.;2626750;с. Дядьково, блок-секция 4А;6 дней назад;2020-11-30 09:56:56.572898
1-к квартира, 48.9 м², 2/25 эт.;5200000;ул. Чапаева, д. 61;4 дня назад;2020-11-30 09:56:56.572898
1-к квартира, 45 м², 16/27 эт.;4150000;Солотчинское ш., стр. 3;3 дня назад;2020-11-30 09:56:56.572898
1-к квартира, 35.9 м², 11/16 эт.;5129800;ул. Чернышевского, д. 3;1 неделю назад;2020-11-30 09:56:56.572898
1-к квартира, 43.6 м², 15/27 эт.;3143125;с. Дядьково, ул. Большая, д. 6;2 недели назад;2020-11-30 09:56:56.572898
1-к квартира, 45.1 м², 2/25 эт.;2923000;ул. Птицеводов, стр. 2;2 недели назад;2020-11-30 09:56:56.572898
2-к квартира, 55.6 м², 10/18 эт.;3018850;ул. Зубковой, д. 8В, корп. 1;2 недели назад;2020-11-30 09:56:56.572898
1-к квартира, 40.8 м², 15/19 эт.;2929200;ул. Полевая, д. 73, секц. 1;2 недели назад;2020-11-30 09:56:56.572898
2-к квартира, 60 м², 12/25 эт.;2058077;ул. Зубковой, д. 8В, корп. 1;3 недели назад;2020-11-30 09:56:56.572898
4-к квартира, 144.2 м², 15/17 эт.;1730000;ул. Семчинская, д. 3, корп. 2;3 недели назад;2020-11-30 09:56:56.572898
1-к квартира, 35.3 м², 12/26 эт.;1961100;ул. Зубковой, д. 8В, корп. 1;3 недели назад;2020-11-30 09:56:56.572898
2-к квартира, 48 м², 8/10 эт.;2297728;ш. Московское, стр. 1;3 недели назад;2020-11-30 09:56:56.572898
3-к квартира, 78 м², 12/18 эт.;2385240;с. Дядьково, блок-секция 4А;3 недели назад;2020-11-30 09:56:56.572898
2-к квартира, 51 м², 5/25 эт.;1961000;ул. Бирюзова, д. 7Б;1 неделю назад;2020-11-30 09:56:56.572898
1-к квартира, 37 м², 5/8 эт.;3367497;ш. Московское, стр. 1;1 ноября 09:38;2020-11-30 09:56:56.572898
1-к квартира, 37.3 м², 2/17 эт.;6950000;ул. Шереметьевская, д. 13;3 недели назад;2020-11-30 09:56:56.572898
2-к квартира, 70.2 м², 12/12 эт.;2250000;Московское ш., жилые дома;2 недели назад;2020-11-30 09:56:56.572898
3-к квартира, 78.9 м², 12/16 эт.;2834000;ул. Островского, д. 122, блок-секция 2А, 2Б, 2В;3 недели назад;2020-11-30 09:56:56.572898
1-к квартира, 44.9 м², 7/14 эт.;3198000;с. Дядьково, блок-секция 3А;2 недели назад;2020-11-30 09:56:56.572898
2-к квартира, 65 м², 25/25 эт.;2950000;ул. Быстрецкая, стр. 1;2 недели назад;2020-11-30 09:56:56.572898
1-к квартира, 49.3 м², 1/4 эт.;3690000;ул. Пролетарская/Чапаева/Полевая, жилой дом;2 недели назад;2020-11-30 09:56:56.572898
3-к квартира, 92.6 м², 1/18 эт.;1903830;с. Дядьково, ул. Большая, д. 6;1 неделю назад;2020-11-30 09:56:56.572898
2-к квартира, 61.8 м², 15/19 эт.;3297520;ул. Мервинская, д. 6;3 недели назад;2020-11-30 09:56:56.572898
3-к квартира, 88 м², 9/20 эт.;4497300;район Кальное, жилой комплекс Еврокласс;31 октября 15:34;2020-11-30 09:56:56.572898
3-к квартира, 91.8 м², 13/23 эт.;3500000;ул. Горького, д. 35;3 недели назад;2020-11-30 09:56:56.572898
3-к квартира, 84.5 м², 14/18 эт.;2716000;с. Дядьково, 2-й Бульварный пр-д, д. 3;3 недели назад;2020-11-30 09:56:56.572898
2-к квартира, 67 м², 23/23 эт.;3796870;Михайловское ш., стр. 1;2 недели назад;2020-11-30 09:56:56.572898
3-к квартира, 74 м², 17/25 эт.;4167000;ул. Новоселов, д. 45а;1 неделю назад;2020-11-30 09:56:56.572898
1-к квартира, 37.5 м², 1/25 эт.;2960000;ул. Интернациональная, д. 19А;2 недели назад;2020-11-30 09:56:56.572898
2-к квартира, 51.6 м², 6/17 эт.;4400000;ул. Мервинская, д. 196;3 недели назад;2020-11-30 09:56:56.572898
3-к квартира, 79 м², 1/10 эт.;4773600;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:56:56.572898
1-к квартира, 43.4 м², 9/27 эт.;4560000;ш. Московское, стр. 1;31 октября 13:39;2020-11-30 09:56:56.572898
1-к квартира, 32.1 м², 6/22 эт.;4708800;ул. Пугачева, д. 10;2 недели назад;2020-11-30 09:56:56.572898
1-к квартира, 44.7 м², 18/25 эт.;4190000;ул. Быстрецкая, стр. 3;3 недели назад;2020-11-30 09:56:56.572898
1-к квартира, 47.3 м², 3/3 эт.;2013200;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:56:56.572898
2-к квартира, 77 м², 6/10 эт.;2888480;Касимовское ш., жилой дом;2 ноября 09:10;2020-11-30 09:56:56.572898
1-к квартира, 35 м², 2/24 эт.;3703585;Советский район, район Солотча, 10Б;3 недели назад;2020-11-30 09:56:56.572898
1-к квартира, 45 м², 17/23 эт.;2475000;ул. Чернышевского, д. 3;3 недели назад;2020-11-30 09:57:03.607396
1-к квартира, 50.6 м², 13/25 эт.;3152500;с. Дядьково, ул. Большая, д. 6;3 недели назад;2020-11-30 09:57:03.607396
Квартира-студия, 26.3 м², 16/24 эт.;1595000;ш. Московское, стр. 3;2 недели назад;2020-11-30 09:57:03.607396
2-к квартира, 51.6 м², 6/17 эт.;3017430;ул. Зубковой, д. 8В, корп. 1;1 неделю назад;2020-11-30 09:57:03.607396
2-к квартира, 59.6 м², 1/25 эт.;3334133;Московское ш., 1 оч.;3 недели назад;2020-11-30 09:57:03.607396
1-к квартира, 42 м², 8/12 эт.;1953930;ул. Шереметьевская, д. 13;3 недели назад;2020-11-30 09:57:03.607396
2-к квартира, 64.4 м², 3/27 эт.;2961847;с. Дядьково, 2-й Бульварный пр-д, д. 3;2 ноября 11:48;2020-11-30 09:57:03.607396
3-к квартира, 80.5 м², 9/10 эт.;3550000;пр-д Окский, стр. 1;3 дня назад;2020-11-30 09:57:03.607396
1-к квартира, 46 м², 6/25 эт.;4034700;Касимовское ш., жилой дом;3 дня назад;2020-11-30 09:57:03.607396
3-к квартира, 136 м², 18/23 эт.;2190200;Московское ш., 1 оч.;6 дней назад;2020-11-30 09:57:03.607396
2-к квартира, 80 м², 3/9 эт.;4050000;Россия, Рязань, Советский район, район Солотча;2 недели назад;2020-11-30 09:57:03.607396
1-к квартира, 41 м², 14/20 эт.;2490000;Рязань, Советский район, район Солотча;2 ноября 09:10;2020-11-30 09:57:03.607396
2-к квартира, 67.3 м², 10/14 эт.;8104925;Рязань, Советский район, район Солотча;2 недели назад;2020-11-30 09:57:03.607396
3-к квартира, 74.7 м², 1/10 эт.;2326000;ул. Чапаева, д. 56;5 дней назад;2020-11-30 09:57:03.607396
3-к квартира, 81.9 м², 7/10 эт.;2629000;ул. Быстрецкая, стр. 3;5 дней назад;2020-11-30 09:57:03.607396
1-к квартира, 44.9 м², 21/25 эт.;2641000;ул. Пугачева, д. 10;4 дня назад;2020-11-30 09:57:03.607396
3-к квартира, 85 м², 8/22 эт.;6150000;пр-д Окский, стр. 2;3 недели назад;2020-11-30 09:57:03.607396
3-к квартира, 106 м², 3/14 эт.;2240028;Московское ш., 1 оч.;3 недели назад;2020-11-30 09:57:03.607396
3-к квартира, 79 м², 15/20 эт.;5250000;ул. Олимпийский городок, д. 4;3 недели назад;2020-11-30 09:57:03.607396
2-к квартира, 59.1 м², 3/16 эт.;3508000;ул. Зубковой, стр. 5;1 ноября 15:19;2020-11-30 09:57:03.607396
1-к квартира, 28 м², 9/26 эт.;3769320;ул. Бугровка, жилой дом;3 недели назад;2020-11-30 09:57:03.607396
2-к квартира, 56 м², 23/27 эт.;2416400;ул. Зубковой, д. 8В, корп. 1;3 недели назад;2020-11-30 09:57:03.607396
3-к квартира, 77.3 м², 10/10 эт.;5057800;ул. Птицеводов, стр. 2;1 неделю назад;2020-11-30 09:57:03.607396
2-к квартира, 65.4 м², 20/32 эт.;8190000;Солотчинское ш., стр. 3;3 недели назад;2020-11-30 09:57:03.607396
1-к квартира, 37.3 м², 17/26 эт.;3600000;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:57:03.607396
2-к квартира, 59 м², 11/25 эт.;3654000;ул. Зубковой, стр. 4;2 ноября 12:01;2020-11-30 09:57:03.607396
1-к квартира, 41.4 м², 9/17 эт.;1513000;Московское ш., 1 оч.;3 недели назад;2020-11-30 09:57:03.607396
3-к квартира, 88 м², 14/23 эт.;2300000;Михайловское ш., стр. 1;2 ноября 09:10;2020-11-30 09:57:03.607396
2-к квартира, 57.3 м², 1/19 эт.;3290000;ул. Зубковой, д. 8В, корп. 1;1 ноября 12:41;2020-11-30 09:57:03.607396
2-к квартира, 68.7 м², 1/12 эт.;4184000;ш. Касимовское, стр. 80;3 недели назад;2020-11-30 09:57:03.607396
1-к квартира, 43.6 м², 5/27 эт.;2339400;пр-д Окский, стр. 2;3 недели назад;2020-11-30 09:57:03.607396
3-к квартира, 76.8 м², 2/24 эт.;3200000;Касимовское ш., жилой дом;3 недели назад;2020-11-30 09:57:03.607396
1-к квартира, 44.8 м², 22/27 эт.;2091205;ул. Маяковского, ЖК «Наследие современности»;2 ноября 09:10;2020-11-30 09:57:03.607396
1-к квартира, 40 м², 9/9 эт.;5708325;ул. Быстрецкая, стр. 3;2 недели назад;2020-11-30 09:57:03.607396
3-к квартира, 90 м², 4/10 эт.;2515500;ул. Зубковой, стр. 5;3 недели назад;2020-11-30 09:57:03.607396
1-к квартира, 44 м², 12/26 эт.;3229840;жилой комплекс Северный;3 недели назад;2020-11-30 09:57:03.607396
1-к квартира, 47.9 м², 9/9 эт.;2009000;ул. Семчинская, д. 3, корп. 2;2 недели назад;2020-11-30 09:57:03.607396
2-к квартира, 75 м², 14/27 эт.;4803750;ул. Пролетарская/Чапаева/Полевая, жилой дом;3 недели назад;2020-11-30 09:57:03.607396
2-к квартира, 58.8 м², 15/17 эт.;2058077;Солотчинское ш., стр. 3;3 недели назад;2020-11-30 09:57:03.607396
2-к квартира, 60 м², 7/17 эт.;2170000;ш. Московское, стр. 1;2 ноября 12:00;2020-11-30 09:57:03.607396
1-к квартира, 36 м², 9/16 эт.;4562460;ул. Совхозная, стр. 1;3 недели назад;2020-11-30 09:57:03.607396
1-к квартира, 46 м², 12/25 эт.;2441971;ул. Чернышевского, д. 3;3 недели назад;2020-11-30 09:57:03.607396
1-к квартира, 42 м², 13/20 эт.;3839200;Московское ш., жилые дома;3 недели назад;2020-11-30 09:57:03.607396
3-к квартира, 141.7 м², 9/9 эт.;3978047;ул. Кальная, д. 79;2 недели назад;2020-11-30 09:57:03.607396
1-к квартира, 42.3 м², 16/25 эт.;2290000;ул. Гоголя, д. 49;2 недели назад;2020-11-30 09:57:10.401251
3-к квартира, 87.1 м², 17/26 эт.;4003987;ул. Княжье Поле, стр. 8;3 недели назад;2020-11-30 09:57:10.401251
1-к квартира, 38 м², 9/16 эт.;1766940;ул. Пугачева, д. 10;2 недели назад;2020-11-30 09:57:10.401251
Квартира-студия, 26.8 м², 8/10 эт.;1500000;ул. Кальная, д. 79;3 недели назад;2020-11-30 09:57:10.401251
1-к квартира, 43.6 м², 1/23 эт.;2310800;ул. Зубковой, д. 27,  корп. 5;3 недели назад;2020-11-30 09:57:10.401251
2-к квартира, 55 м², 20/25 эт.;2500000;Рязанская область, Рязанский район, Заборьевское сельское поселение, село Заборье, Луговая улица, 39;31 октября 16:24;2020-11-30 09:57:10.401251
1-к квартира, 49 м², 1/3 эт.;1996000;с. Дядьково, блок-секция 4А;1 ноября 07:51;2020-11-30 09:57:10.401251
2-к квартира, 64 м², 25/26 эт.;2626750;ул. Чапаева, д. 61;6 дней назад;2020-11-30 09:57:10.401251
1-к квартира, 32 м², 7/17 эт.;5200000;Солотчинское ш., стр. 3;4 дня назад;2020-11-30 09:57:10.401251
3-к квартира, 89.1 м², 12/32 эт.;4150000;ул. Зубковой, стр. 4;3 дня назад;2020-11-30 09:57:10.401251
1-к квартира, 149.9 м², 3/3 эт.;3711026;Солотчинское ш., стр. 3;3 недели назад;2020-11-30 09:57:10.401251
Квартира-студия, 21.1 м², 16/25 эт.;1808565;Московское ш., 1 оч.;2 ноября 09:10;2020-11-30 09:57:10.401251
1-к квартира, 45.5 м², 10/25 эт.;5579000;ул. Шереметьевская, д. 13;3 недели назад;2020-11-30 09:57:10.401251
1-к квартира, 36 м², 19/20 эт.;3550000;с. Дядьково, 2-й Бульварный пр-д, д. 3;3 дня назад;2020-11-30 09:57:10.401251
1-к квартира, 43 м², 27/27 эт.;4034700;Рязань, Советский район, район Солотча;3 дня назад;2020-11-30 09:57:10.401251
1-к квартира, 36.5 м², 2/26 эт.;2190200;ул. Зубковой, стр. 4;6 дней назад;2020-11-30 09:57:10.401251
2-к квартира, 65.8 м², 5/17 эт.;5771000;ул. Быстрецкая, стр. 1;1 неделю назад;2020-11-30 09:57:10.401251
1-к квартира, 37.3 м², 17/26 эт.;1300000;ул. Семчинская, д. 3, корп. 2;3 недели назад;2020-11-30 09:57:10.401251
1-к квартира, 38.1 м², 11/18 эт.;2570000;ул. Кальная, д. 79;3 недели назад;2020-11-30 09:57:10.401251
1-к квартира, 36.3 м², 19/20 эт.;1633050;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:57:10.401251
3-к квартира, 106 м², 3/18 эт.;2414000;ул. Зубковой, стр. 5;2 ноября 09:47;2020-11-30 09:57:10.401251
3-к квартира, 79.4 м², 21/25 эт.;2325250;Солотчинское ш., стр. 3;2 недели назад;2020-11-30 09:57:10.401251
3-к квартира, 122 м², 4/13 эт.;3979000;ул. Семчинская, д. 3, корп. 2;2 ноября 10:46;2020-11-30 09:57:10.401251
2-к квартира, 70.7 м², 14/26 эт.;2441200;ул. Мервинская, д. 196;3 недели назад;2020-11-30 09:57:10.401251
2-к квартира, 65.7 м², 11/27 эт.;2200600;пер. Парковый, стр. 1;3 недели назад;2020-11-30 09:57:10.401251
3-к квартира, 110 м², 3/12 эт.;1633000;ул. Маяковского, ЖК «Наследие современности»;3 недели назад;2020-11-30 09:57:10.401251
2-к квартира, 82 м², 6/10 эт.;4690000;ш. Касимовское, д. 49;2 недели назад;2020-11-30 09:57:10.401251
2-к квартира, 67.9 м², 14/25 эт.;4210320;ул. Кальная, д. 79;2 ноября 11:55;2020-11-30 09:57:10.401251
1-к квартира, 40.3 м², 8/18 эт.;8990000;ул. Полетаева, д. 25, корп. 2;31 октября 19:45;2020-11-30 09:57:10.401251
2-к квартира, 59 м², 16/25 эт.;3672200;пр-д Окский, стр. 2;2 недели назад;2020-11-30 09:57:10.401251
3-к квартира, 82 м², 4/10 эт.;3350000;ул. Полевая, д. 73, секц. 2;2 ноября 09:57;2020-11-30 09:57:10.401251
3-к квартира, 103.5 м², 20/20 эт.;6420400;с. Дядьково, пр-д 2-й Бульварный, д. 2;3 недели назад;2020-11-30 09:57:10.401251
3-к квартира, 71.2 м², 4/16 эт.;4172820;ул. Зубковой, стр. 4;3 недели назад;2020-11-30 09:57:10.401251
1-к квартира, 48.9 м², 3/3 эт.;4075800;пр-д Окский, стр. 2;2 недели назад;2020-11-30 09:57:10.401251
2-к квартира, 65.8 м², 4/10 эт.;1924630;ул. Тимуровцев, д. 5, корп. 5;3 недели назад;2020-11-30 09:57:10.401251
2-к квартира, 53.2 м², 17/23 эт.;3200000;ул. Зубковой, стр. 5;3 недели назад;2020-11-30 09:57:10.401251
1-к квартира, 33 м², 3/7 эт.;3980000;Рязань, Советский район, район Солотча;3 недели назад;2020-11-30 09:57:10.401251
3-к квартира, 80 м², 11/21 эт.;4948000;пр-д Окский, стр. 2;1 неделю назад;2020-11-30 09:57:10.401251
3-к квартира, 95.7 м², 13/27 эт.;4154710;ул. Интернациональная, д. 19А;2 ноября 12:05;2020-11-30 09:57:10.401251
3-к квартира, 91.3 м², 9/10 эт.;2200000;с. Дядьково, ул. Малиновая, д. 3;3 недели назад;2020-11-30 09:57:10.401251
1-к квартира, 48.9 м², 8/17 эт.;3094480;с. Дядьково, блок-секция 3А;3 недели назад;2020-11-30 09:57:10.401251
2-к квартира, 65 м², 4/27 эт.;2777840;ул. Кальная, д. 79;2 недели назад;2020-11-30 09:57:10.401251
1-к квартира, 37 м², 15/25 эт.;1320000;пр-д Окский, стр. 2;3 недели назад;2020-11-30 09:57:10.401251
2-к квартира, 53.4 м², 6/23 эт.;3693800;ул. Зубковой, стр. 5;2 недели назад;2020-11-30 09:57:10.401251
3-к квартира, 77 м², 10/24 эт.;4785000;ул. Зубковой, д. 8В, корп. 1;2 ноября 09:54;2020-11-30 09:57:10.401251
1-к квартира, 34.8 м², 20/24 эт.;4359000;ул. Зубковой, д. 27,  корп. 5;3 недели назад;2020-11-30 09:57:10.401251
3-к квартира, 88 м², 16/17 эт.;2890000;ул. Интернациональная, д. 19А;2 ноября 10:43;2020-11-30 09:57:10.401251
3-к квартира, 78.6 м², 6/23 эт.;2951000;ул. Островского, д. 122, блок-секция 1А, 1Б, 1В;3 недели назад;2020-11-30 09:57:10.401251
3-к квартира, 87 м², 20/26 эт.;1659000;ул. Чернышевского, д. 3;1 ноября 09:39;2020-11-30 09:57:10.401251
2-к квартира, 65.9 м², 12/26 эт.;2777840;Московское ш., 1 оч.;3 недели назад;2020-11-30 09:57:10.401251
1-к квартира, 37.1 м², 3/28 эт.;2413200;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:57:15.288846
2-к квартира, 69.1 м², 6/26 эт.;4594000;ул. Бирюзова, д. 7Б;3 недели назад;2020-11-30 09:57:15.288846
2-к квартира, 67 м², 2/19 эт.;2997000;пер. Парковый, стр. 1;3 недели назад;2020-11-30 09:57:15.288846
1-к квартира, 42.8 м², 20/25 эт.;2313980;Солотчинское ш., стр. 3;2 ноября 12:06;2020-11-30 09:57:15.288846
2-к квартира, 56.7 м², 12/32 эт.;3642000;ш. Московское, д. 3;3 недели назад;2020-11-30 09:57:15.288846
2-к квартира, 59.1 м², 19/25 эт.;3367497;Рязань, Советский район, район Солотча;3 недели назад;2020-11-30 09:57:15.288846
1-к квартира, 59.4 м², 2/3 эт.;4149000;Россия, Рязань, Советский район, район Солотча;2 недели назад;2020-11-30 09:57:15.288846
1-к квартира, 28 м², 1/16 эт.;2326000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:57:15.288846
3-к квартира, 97 м², 1/25 эт.;2629000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:57:15.288846
1-к квартира, 45.5 м², 23/24 эт.;2641000;р-н. Семчино, 7 очередь (1 этап);4 дня назад;2020-11-30 09:57:15.288846
2-к квартира, 66.6 м², 7/10 эт.;1320000;ш. Московское, стр. 2;3 недели назад;2020-11-30 09:57:15.288846
2-к квартира, 59.1 м², 12/25 эт.;4472890;ул. Островского, д. 122, блок-секция 3А, 3Б;2 ноября 09:22;2020-11-30 09:57:15.288846
1-к квартира, 28.5 м², 1/16 эт.;2706000;с. Дядьково, блок-секция 4А;3 недели назад;2020-11-30 09:57:15.288846
2-к квартира, 75 м², 13/25 эт.;2626750;ул. Чапаева, д. 61;6 дней назад;2020-11-30 09:57:15.288846
3-к квартира, 88 м², 26/26 эт.;5200000;Солотчинское ш., стр. 3;4 дня назад;2020-11-30 09:57:15.288846
3-к квартира, 87 м², 11/26 эт.;4150000;пр-д Окский, стр. 1;3 дня назад;2020-11-30 09:57:15.288846
1-к квартира, 41.7 м², 13/26 эт.;3650000;ш. Московское, стр. 1;2 недели назад;2020-11-30 09:57:15.288846
2-к квартира, 68.9 м², 21/27 эт.;3367000;ул. Княжье Поле, стр. 8;2 недели назад;2020-11-30 09:57:15.288846
2-к квартира, 68.4 м², 4/9 эт.;1325000;ш. Московское, стр. 1;1 неделю назад;2020-11-30 09:57:15.288846
1-к квартира, 36.5 м², 8/17 эт.;3890000;ул. Гоголя, д. 55;3 недели назад;2020-11-30 09:57:15.288846
3-к квартира, 78.2 м², 8/17 эт.;4091087;ул. Быстрецкая, д. 22;2 недели назад;2020-11-30 09:57:15.288846
2-к квартира, 65 м², 5/24 эт.;4173390;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:57:15.288846
2-к квартира, 55.6 м², 17/25 эт.;2807625;Касимовское ш., жилой дом;3 недели назад;2020-11-30 09:57:15.288846
3-к квартира, 94 м², 18/20 эт.;3374523;пр-д Окский, стр. 2;3 недели назад;2020-11-30 09:57:15.288846
1-к квартира, 38 м², 3/17 эт.;3214330;ул. Зубковой, стр. 5;3 недели назад;2020-11-30 09:57:15.288846
3-к квартира, 88.3 м², 7/27 эт.;2142000;с. Дядьково, ул. Большая, д. 6;2 ноября 10:36;2020-11-30 09:57:15.288846
3-к квартира, 85.8 м², 2/19 эт.;3642740;ул. Чернышевского, д. 3;3 недели назад;2020-11-30 09:57:15.288846
3-к квартира, 91.8 м², 20/23 эт.;3750000;ул. Зубковой, д. 27,  корп. 5;1 неделю назад;2020-11-30 09:57:15.288846
3-к квартира, 78.1 м², 4/25 эт.;2557000;ул. Быстрецкая, стр. 3;3 недели назад;2020-11-30 09:57:15.288846
3-к квартира, 100.7 м², 2/25 эт.;4972294;ул. Интернациональная, д. 19А;3 недели назад;2020-11-30 09:57:15.288846
2-к квартира, 58.8 м², 10/17 эт.;1910000;Касимовское ш., жилой дом;2 недели назад;2020-11-30 09:57:15.288846
1-к квартира, 27.3 м², 21/26 эт.;4410852;Михайловское ш., стр. 1;3 недели назад;2020-11-30 09:57:15.288846
2-к квартира, 59.9 м², 5/23 эт.;3946800;ш. Московское, стр. 3;2 недели назад;2020-11-30 09:57:15.288846
2-к квартира, 60.2 м², 18/25 эт.;4773600;ул. Тимуровцев, д. 5, корп. 5;2 ноября 09:10;2020-11-30 09:57:15.288846
1-к квартира, 30.7 м², 19/26 эт.;4059377;с. Дядьково, ул. Большая, д. 6;3 недели назад;2020-11-30 09:57:15.288846
1-к квартира, 48.5 м², 3/3 эт.;4632340;Московское ш., жилые дома;1 неделю назад;2020-11-30 09:57:15.288846
3-к квартира, 96.8 м², 1/15 эт.;3174660;ул. Интернациональная, д. 19А;3 недели назад;2020-11-30 09:57:15.288846
1-к квартира, 40.5 м², 2/3 эт.;1970000;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:57:15.288846
Студия, 28 м², 9/27 эт.;3150680;Рязань, Советский район, район Солотча;2 недели назад;2020-11-30 09:57:15.288846
1-к квартира, 27 м², 3/24 эт.;3150000;ул. Рыбновская, д. 4;3 недели назад;2020-11-30 09:57:15.288846
3-к квартира, 69 м², 12/18 эт.;1956500;Рязань, Советский район, район Солотча;3 недели назад;2020-11-30 09:57:15.288846
3-к квартира, 99.8 м², 8/22 эт.;2328000;ул. Зубковой, д. 8В, корп. 1;3 недели назад;2020-11-30 09:57:15.288846
