specifications;price;address;date;parsing_dt;m2;rooms;floor;from_floors;price_m2;streets
1-к квартира, 46.6 м², 2/25 эт.;3153000;с. Дядьково, блок-секция 4А;2 недели назад;2020-11-30 09:56:42.514568;46.6;1; 2;25 эт.;67660;село Дядьково
1-к квартира, 42.9 м², 21/25 эт.;1732000;с. Дядьково, ул. Большая, д. 5;1 неделю назад;2020-11-30 09:56:42.514568;42.9;1; 21;25 эт.;40372;село Дядьково
1-к квартира, 38.1 м², 16/28 эт.;3500000;с. Дядьково, ул. Зеленая/2-й Бульварный пр-д, жилые дома;2 недели назад;2020-11-30 09:56:42.514568;38.1;1; 16;28 эт.;91863;село Дядьково
2-к квартира, 68.8 м², 5/25 эт.;3482595;ул. Полевая, д. 73, секц. 2;2 недели назад;2020-11-30 09:56:42.514568;68.8;2; 5;25 эт.;50619;Полевая улица
2-к квартира, 80.7 м², 1/9 эт.;3721930;Солотчинское ш., стр. 3;3 недели назад;2020-11-30 09:56:42.514568;80.7;2; 1;9 эт.;46120;Солотчинское шоссе
3-к квартира, 88.3 м², 11/26 эт.;1724250;ш. Московское, стр. 1;2 недели назад;2020-11-30 09:56:42.514568;88.3;3; 11;26 эт.;19527;Московское шоссе
3-к квартира, 77.7 м², 15/17 эт.;2737200;ул. Маяковского, ЖК «Наследие современности»;3 недели назад;2020-11-30 09:56:42.514568;77.7;3; 15;17 эт.;35227;Улица Маяковского
2-к квартира, 55 м², 8/25 эт.;2674750;ш. Касимовское, д. 49;3 недели назад;2020-11-30 09:56:42.514568;55.0;2; 8;25 эт.;48631;Касимовское шоссе
1-к квартира, 37 м², 2/30 эт.;2250000;ул. Зубковой, д. 27,  корп. 5;3 недели назад;2020-11-30 09:56:42.514568;37.0;1; 2;30 эт.;60810;Улица Зубковой
1-к квартира, 46.6 м², 18/18 эт.;3851000;Солотчинское ш., стр. 3;2 недели назад;2020-11-30 09:56:42.514568;46.6;1; 18;18 эт.;82639;Солотчинское шоссе
1-к квартира, 29.6 м², 1/23 эт.;5579700;с. Дядьково, блок-секция 4А;1 неделю назад;2020-11-30 09:56:42.514568;29.6;1; 1;23 эт.;188503;село Дядьково
1-к квартира, 47 м², 6/10 эт.;4587392;пр-д Окский, стр. 1;2 недели назад;2020-11-30 09:56:42.514568;47.0;1; 6;10 эт.;97604;Окский проезд
1-к квартира, 26.3 м², 16/26 эт.;3535350;ул. Зубковой, стр. 5;2 ноября 09:10;2020-11-30 09:56:42.514568;26.3;1; 16;26 эт.;134423;Улица Зубковой
2-к квартира, 59.1 м², 3/26 эт.;2460000;Московское ш., 2 оч.;2 ноября 09:10;2020-11-30 09:56:42.514568;59.1;2; 3;26 эт.;41624;Московское шоссе
3-к квартира, 85 м², 2/22 эт.;2413200;с. Дядьково, пр-д 1-й Бульварный, д. 2;2 недели назад;2020-11-30 09:56:42.514568;85.0;3; 2;22 эт.;28390;село Дядьково
3-к квартира, 79 м², 4/17 эт.;1978375;ул. Пугачева, 2 этап;1 неделю назад;2020-11-30 09:56:42.514568;79.0;3; 4;17 эт.;25042;Улица Пугачева
2-к квартира, 63 м², 1/10 эт.;1776000;ул. Гоголя, д. 55;3 недели назад;2020-11-30 09:56:42.514568;63.0;2; 1;10 эт.;28190;Улица Гоголя
3-к квартира, 87.1 м², 17/26 эт.;2430000;с. Дядьково, блок-секция 4А;3 недели назад;2020-11-30 09:56:42.514568;87.1;3; 17;26 эт.;27898;село Дядьково
1-к квартира, 47.1 м², 3/26 эт.;1617980;Быстрецкая ул.;3 недели назад;2020-11-30 09:56:42.514568;47.1;1; 3;26 эт.;34352;Быстрецкая улица
